"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num District total","num District rptg","over votes","under votes"
1294,"For Members of the County Committee - Millburn 14 (REP) (Vote For 2)","Jerry KUNG","REP",14,43.75,0,58,1,1,"0","6"
1295,"For Members of the County Committee - Millburn 14 (REP) (Vote For 2)","Frank J. SACCOMANDI, IV","REP",18,56.25,0,58,1,1,"0","6"
1296,"For Members of the County Committee - Millburn 15 (REP) (Vote For 2)","Stuart A. PAULSEN","REP",9,64.29,0,78,1,1,"0","6"
1297,"For Members of the County Committee - Millburn 15 (REP) (Vote For 2)","Venkatesh K. BALA","REP",5,35.71,0,78,1,1,"0","6"
1298,"For Members of the County Committee - Millburn 16 (REP) (Vote For 2)","Eric K. SEAMAN","REP",20,50.00,0,83,1,1,"0","4"
1299,"For Members of the County Committee - Millburn 16 (REP) (Vote For 2)","Jonathan N. BAXTER","REP",20,50.00,0,83,1,1,"0","4"
1300,"For Members of the County Committee - Montclair 1-3 (REP) (Vote For 2)","Robert C. BIANCO","REP",7,50.00,0,193,1,1,"0","6"
1301,"For Members of the County Committee - Montclair 1-3 (REP) (Vote For 2)","Cheryl BIANCO","REP",7,50.00,0,193,1,1,"0","6"
1302,"For Members of the County Committee - Montclair 1-7 (REP) (Vote For 2)","Robert L. TORTORIELLO","REP",9,100.00,0,148,1,1,"0","21"
1303,"For Members of the County Committee - Montclair 2-8 (REP) (Vote For 2)","Eugene J. BYRNE","REP",7,50.00,0,203,1,1,"0","10"
1304,"For Members of the County Committee - Montclair 2-8 (REP) (Vote For 2)","Michael D. BYRNE","REP",7,50.00,0,203,1,1,"0","10"
1305,"For Members of the County Committee - Montclair 2-10 (REP) (Vote For 2)","Carol VASQUEZ","REP",7,100.00,0,191,1,1,"0","22"
1306,"For Members of the County Committee - Newark N-4 (REP) (Vote For 2)","Frank MAIORANO","REP",6,54.55,0,93,1,1,"0","5"
1307,"For Members of the County Committee - Newark N-4 (REP) (Vote For 2)","Toby A. MARMORINO","REP",5,45.45,0,93,1,1,"0","5"
1308,"For Members of the County Committee - Newark N-5 (REP) (Vote For 2)","Steven TOMASKO","REP",9,100.00,0,145,1,1,"0","35"
1309,"For Members of the County Committee - Newark N-6 (REP) (Vote For 2)","Anthony CECE","REP",9,100.00,0,121,1,1,"0","15"
1310,"For Members of the County Committee - Newark N-7 (REP) (Vote For 2)","Noble D. MILTON","REP",13,48.15,0,99,1,1,"0","3"
1311,"For Members of the County Committee - Newark N-7 (REP) (Vote For 2)","Providencia ZAPATA","REP",14,51.85,0,99,1,1,"0","3"
1312,"For Members of the County Committee - Newark N-8 (REP) (Vote For 2)","Veronica G. GARAY","REP",11,55.00,0,111,1,1,"0","9"
1313,"For Members of the County Committee - Newark N-8 (REP) (Vote For 2)","G Iuliano KRAUSHAR","REP",9,45.00,0,111,1,1,"0","9"
1314,"For Members of the County Committee - Newark N-10 (REP) (Vote For 2)","Aracelis TEJADA","REP",2,100.00,0,30,1,1,"0","2"
1315,"For Members of the County Committee - Newark N-11 (REP) (Vote For 2)","Camille M. IFILL","REP",5,38.46,0,36,1,1,"0","3"
1316,"For Members of the County Committee - Newark N-11 (REP) (Vote For 2)","Lisa RODRIGUEZ","REP",8,61.54,0,36,1,1,"0","3"
1317,"For Members of the County Committee - Newark N-12 (REP) (Vote For 2)","Maribel COTTO","REP",3,50.00,0,39,1,1,"0","0"
1318,"For Members of the County Committee - Newark N-12 (REP) (Vote For 2)","Reynaldo A. CRESPO","REP",3,50.00,0,39,1,1,"0","0"
1319,"For Members of the County Committee - Newark N-13 (REP) (Vote For 2)","Iris M. RUIZ","REP",2,40.00,0,31,1,1,"0","3"
1320,"For Members of the County Committee - Newark N-13 (REP) (Vote For 2)","William RUIZ","REP",3,60.00,0,31,1,1,"0","3"
1321,"For Members of the County Committee - Newark N-14 (REP) (Vote For 2)","Jessica PEREZ","REP",12,100.00,0,130,1,1,"0","12"
1322,"For Members of the County Committee - Newark N-15 (REP) (Vote For 2)","Maria FIGUEROA","REP",2,50.00,0,76,1,1,"0","2"
1323,"For Members of the County Committee - Newark N-15 (REP) (Vote For 2)","Maritza MATHEWS","REP",2,50.00,0,76,1,1,"0","2"
1324,"For Members of the County Committee - Newark N-16 (REP) (Vote For 2)","Thomas C. CINQUE","REP",6,100.00,0,120,1,1,"0","12"
1325,"For Members of the County Committee - Newark N-17 (REP) (Vote For 2)","Gerard A. DeLUISI","REP",23,100.00,0,241,1,1,"0","46"
1326,"For Members of the County Committee - Newark N-18 (REP) (Vote For 2)","Sahwa DeFRANK","REP",6,46.15,0,103,1,1,"0","5"
1327,"For Members of the County Committee - Newark N-18 (REP) (Vote For 2)","Jimmy RIVERA","REP",7,53.85,0,103,1,1,"0","5"
1328,"For Members of the County Committee - Newark N-22 (REP) (Vote For 2)","Carlos M. CASTRO","REP",7,53.85,0,51,1,1,"0","5"
1329,"For Members of the County Committee - Newark N-22 (REP) (Vote For 2)","Maria L. JUSINO","REP",6,46.15,0,51,1,1,"0","5"
1330,"For Members of the County Committee - Newark N-38 (REP) (Vote For 2)","Jose ROMAN","REP",0,0.00,0,40,1,1,"0","0"
1331,"For Members of the County Committee - Newark N-48 (REP) (Vote For 2)","Margarita MENDEZ","REP",6,100.00,0,104,1,1,"0","12"
1332,"For Members of the County Committee - Newark S-40 (REP) (Vote For 2)","Jahid K. ALEXANDER","REP",0,0.00,0,78,1,1,"0","2"
1333,"For Members of the County Committee - Newark S-41 (REP) (Vote For 2)","Jamal A. LITTLES","REP",2,100.00,0,75,1,1,"0","4"
1334,"For Members of the County Committee - Newark S-44 (REP) (Vote For 2)","Douglas H. FREEMAN","REP",3,50.00,0,91,1,1,"0","0"
1335,"For Members of the County Committee - Newark S-44 (REP) (Vote For 2)","Joy Bembry FREEMAN","REP",3,50.00,0,91,1,1,"0","0"
1336,"For Members of the County Committee - Newark S-45 (REP) (Vote For 2)","Maggie A. FREEMAN","REP",5,55.56,0,71,1,1,"0","3"
1337,"For Members of the County Committee - Newark S-45 (REP) (Vote For 2)","Lydia N. SMITH","REP",4,44.44,0,71,1,1,"0","3"
1338,"For Members of the County Committee - Newark S-48 (REP) (Vote For 2)","Sharon J. GRANT","REP",3,50.00,0,87,1,1,"0","0"
1339,"For Members of the County Committee - Newark S-48 (REP) (Vote For 2)","Willie S. JETTI","REP",3,50.00,0,87,1,1,"0","0"
1340,"For Members of the County Committee - Newark E-1 (REP) (Vote For 2)","Andrew J. CRUZ","REP",11,50.00,0,44,1,1,"0","6"
1341,"For Members of the County Committee - Newark E-1 (REP) (Vote For 2)","Jose J. NATA","REP",11,50.00,0,44,1,1,"0","6"
1342,"For Members of the County Committee - Newark E-4 (REP) (Vote For 2)","Daniela F. ALMEIDA","REP",6,100.00,0,54,1,1,"0","8"
1343,"For Members of the County Committee - Newark E-5 (REP) (Vote For 2)","Octavia F. MARINHO","REP",11,100.00,0,47,1,1,"0","13"
1344,"For Members of the County Committee - Newark E-7 (REP) (Vote For 2)","Madelynn K. PARRAGA","REP",6,50.00,0,37,1,1,"0","0"
1345,"For Members of the County Committee - Newark E-7 (REP) (Vote For 2)","Mirna D. PARRAGA","REP",6,50.00,0,37,1,1,"0","0"
1346,"For Members of the County Committee - Newark E-12 (REP) (Vote For 2)","Josephine STEWART","REP",7,100.00,0,42,1,1,"0","7"
1347,"For Members of the County Committee - Newark E-16 (REP) (Vote For 2)","Manuel SOUTO, Jr.","REP",8,47.06,0,47,1,1,"0","1"
1348,"For Members of the County Committee - Newark E-16 (REP) (Vote For 2)","Gloria M. TORTORELLO","REP",9,52.94,0,47,1,1,"0","1"
1349,"For Members of the County Committee - Newark E-19 (REP) (Vote For 2)","Carlos M. SANTOS","REP",5,100.00,0,44,1,1,"0","9"
1350,"For Members of the County Committee - Newark E-20 (REP) (Vote For 2)","William M. CAMERON, II","REP",11,100.00,0,60,1,1,"0","13"
1351,"For Members of the County Committee - Newark E-21 (REP) (Vote For 2)","Josefa BRANA","REP",2,28.57,0,64,1,1,"0","9"
1352,"For Members of the County Committee - Newark E-21 (REP) (Vote For 2)","Manuel BRANA","REP",5,71.43,0,64,1,1,"0","9"
1353,"For Members of the County Committee - Newark C-34 (REP) (Vote For 2)","Kelvin ARROYO","REP",2,100.00,0,26,1,1,"0","4"
1354,"For Members of the County Committee - North Caldwell 1 (REP) (Vote For 2)","Matthew SEXTON","REP",47,52.22,0,166,1,1,"0","17"
1355,"For Members of the County Committee - North Caldwell 1 (REP) (Vote For 2)","Laura TILTON","REP",43,47.78,0,166,1,1,"0","17"
1356,"For Members of the County Committee - North Caldwell 2 (REP) (Vote For 2)","Edward SANGIACOMO","REP",63,49.22,0,151,1,1,"0","14"
1357,"For Members of the County Committee - North Caldwell 2 (REP) (Vote For 2)","Rosalie CATANZARITE","REP",65,50.78,0,151,1,1,"0","14"
1358,"For Members of the County Committee - North Caldwell 3 (REP) (Vote For 2)","Daniel F. PORRECA","REP",59,51.30,0,173,1,1,"0","25"
1359,"For Members of the County Committee - North Caldwell 3 (REP) (Vote For 2)","Alicia AMIL","REP",56,48.70,0,173,1,1,"0","25"
1360,"For Members of the County Committee - North Caldwell 4 (REP) (Vote For 2)","Stephen Q. CORNMAN","REP",75,51.72,0,187,1,1,"0","23"
1361,"For Members of the County Committee - North Caldwell 4 (REP) (Vote For 2)","Amy GALAROWICZ","REP",70,48.28,0,187,1,1,"0","23"
1362,"For Members of the County Committee - North Caldwell 5 (REP) (Vote For 2)","Marc CALELLO","REP",53,49.53,0,137,1,1,"0","15"
1363,"For Members of the County Committee - North Caldwell 5 (REP) (Vote For 2)","Doreen D'ANGELO-CUSTODE","REP",54,50.47,0,137,1,1,"0","15"
1364,"For Members of the County Committee - Nutley 1-1 (REP) (Vote For 2)","John N. RICCIO","REP",55,51.89,0,141,1,1,"0","46"
1365,"For Members of the County Committee - Nutley 1-1 (REP) (Vote For 2)","Cindy A. NEBESNI","REP",51,48.11,0,141,1,1,"0","46"
1366,"For Members of the County Committee - Nutley 1-2 (REP) (Vote For 2)","Karen L. GENITEMPO","REP",37,52.86,0,95,1,1,"0","20"
1367,"For Members of the County Committee - Nutley 1-2 (REP) (Vote For 2)","Susan INSERRA","REP",33,47.14,0,95,1,1,"0","20"
1368,"For Members of the County Committee - Nutley 1-3 (REP) (Vote For 2)","Charles W. KUCINSKI, Jr.","REP",52,50.49,0,144,1,1,"0","32"
1369,"For Members of the County Committee - Nutley 1-3 (REP) (Vote For 2)","Lorraine B. KUCINSKI","REP",51,49.51,0,144,1,1,"0","32"
1370,"For Members of the County Committee - Nutley 1-4 (REP) (Vote For 2)","John WLOSEK","REP",19,100.00,0,100,1,1,"0","31"
1371,"For Members of the County Committee - Nutley 1-5 (REP) (Vote For 2)","John V. KELLY, III","REP",43,100.00,0,121,1,1,"0","63"
1372,"For Members of the County Committee - Nutley 1-6 (REP) (Vote For 2)","Filomena COLDEBELLA","REP",39,100.00,0,87,1,1,"0","57"
1373,"For Members of the County Committee - Nutley 1-7 (REP) (Vote For 2)","Barbara DAVIDE","REP",37,50.68,0,96,1,1,"0","25"
1374,"For Members of the County Committee - Nutley 1-7 (REP) (Vote For 2)","Edward BUDZINSKI","REP",36,49.32,0,96,1,1,"0","25"
1375,"For Members of the County Committee - Nutley 2-1 (REP) (Vote For 2)","Walter A. SMITH","REP",14,50.00,0,66,1,1,"0","14"
1376,"For Members of the County Committee - Nutley 2-1 (REP) (Vote For 2)","Suzanne J. SMITH","REP",14,50.00,0,66,1,1,"0","14"
1377,"For Members of the County Committee - Nutley 2-2 (REP) (Vote For 2)","Joseph P. SCARPELLI","REP",33,100.00,0,151,1,1,"0","39"
1378,"For Members of the County Committee - Nutley 2-3 (REP) (Vote For 2)","Frank CONTELLA","REP",37,50.00,0,140,1,1,"0","16"
1379,"For Members of the County Committee - Nutley 2-3 (REP) (Vote For 2)","Dante CONTELLA","REP",37,50.00,0,140,1,1,"0","16"
1380,"For Members of the County Committee - Nutley 2-4 (REP) (Vote For 2)","Gregory CAPONE","REP",37,49.33,0,120,1,1,"0","11"
1381,"For Members of the County Committee - Nutley 2-4 (REP) (Vote For 2)","Erin MATRONA","REP",38,50.67,0,120,1,1,"0","11"
1382,"For Members of the County Committee - Nutley 2-5 (REP) (Vote For 2)","Stephen D. FERRANTE","REP",22,100.00,0,86,1,1,"0","38"
1383,"For Members of the County Committee - Nutley 2-6 (REP) (Vote For 2)","Andrew F. GARRUTO","REP",44,50.57,0,122,1,1,"0","27"
1384,"For Members of the County Committee - Nutley 2-6 (REP) (Vote For 2)","Clara GARRUTO","REP",43,49.43,0,122,1,1,"0","27"
1385,"For Members of the County Committee - Nutley 3-1 (REP) (Vote For 2)","Gregory E. TOLVE","REP",17,50.00,0,42,1,1,"0","4"
1386,"For Members of the County Committee - Nutley 3-1 (REP) (Vote For 2)","Sandra L. TOLVE","REP",17,50.00,0,42,1,1,"0","4"
1387,"For Members of the County Committee - Nutley 3-2 (REP) (Vote For 2)","Stephen TISCHIO","REP",29,54.72,0,68,1,1,"0","11"
1388,"For Members of the County Committee - Nutley 3-2 (REP) (Vote For 2)","Maryann LAUBER","REP",24,45.28,0,68,1,1,"0","11"
1389,"For Members of the County Committee - Nutley 3-3 (REP) (Vote For 2)","Mark L. ARCUTI","REP",38,51.35,0,96,1,1,"0","26"
1390,"For Members of the County Committee - Nutley 3-3 (REP) (Vote For 2)","Jodi ARCUTI","REP",36,48.65,0,96,1,1,"0","26"
1391,"For Members of the County Committee - Nutley 3-4 (REP) (Vote For 2)","Cynthia KELLY","REP",36,48.00,0,123,1,1,"0","25"
1392,"For Members of the County Committee - Nutley 3-4 (REP) (Vote For 2)","Sally Ann M. RYDER","REP",39,52.00,0,123,1,1,"0","25"
1393,"For Members of the County Committee - Nutley 3-5 (REP) (Vote For 2)","Lorenzo E. MARCHESE, Jr.","REP",65,100.00,0,234,1,1,"0","86"
1394,"For Members of the County Committee - Nutley 3-6 (REP) (Vote For 2)","Christina OSIEJA","REP",50,100.00,0,152,1,1,"0","72"
1395,"For Members of the County Committee - Nutley 3-7 (REP) (Vote For 2)","Paul S. GESUALDO","REP",30,50.00,0,85,1,1,"0","20"
1396,"For Members of the County Committee - Nutley 3-7 (REP) (Vote For 2)","Maria A. WARNER","REP",30,50.00,0,85,1,1,"0","20"
1397,"For Members of the County Committee - Roseland 1 (REP) (Vote For 2)","Neli HEINZ","REP",24,17.65,0,126,1,1,"0","4"
1398,"For Members of the County Committee - Roseland 1 (REP) (Vote For 2)","Gerard GIANNETTI","REP",21,15.44,0,126,1,1,"0","4"
1399,"For Members of the County Committee - Roseland 1 (REP) (Vote For 2)","Ethan Jesse SHEFFET","REP",42,30.88,0,126,1,1,"0","4"
1400,"For Members of the County Committee - Roseland 1 (REP) (Vote For 2)","Dan PICCIRILLO","REP",49,36.03,0,126,1,1,"0","4"
1401,"For Members of the County Committee - Roseland 2 (REP) (Vote For 2)","Robert NICHOLS","REP",64,49.61,0,177,1,1,"0","15"
1402,"For Members of the County Committee - Roseland 2 (REP) (Vote For 2)","Natalie NICHOLS","REP",65,50.39,0,177,1,1,"0","15"
1403,"For Members of the County Committee - Roseland 3 (REP) (Vote For 2)","Frank PERROTTI","REP",46,30.26,0,132,1,1,"0","18"
1404,"For Members of the County Committee - Roseland 3 (REP) (Vote For 2)","Jean PERROTTI","REP",64,42.11,0,132,1,1,"0","18"
1405,"For Members of the County Committee - Roseland 3 (REP) (Vote For 2)","Paul A. SARABANDO","REP",42,27.63,0,132,1,1,"0","18"
1406,"For Members of the County Committee - Roseland 4 (REP) (Vote For 2)","John MATHEIS","REP",57,40.43,0,161,1,1,"2","19"
1407,"For Members of the County Committee - Roseland 4 (REP) (Vote For 2)","Dorothea MATHEIS","REP",43,30.50,0,161,1,1,"2","19"
1408,"For Members of the County Committee - Roseland 4 (REP) (Vote For 2)","Joseph V. RUBINO","REP",41,29.08,0,161,1,1,"2","19"
1409,"For Members of the County Committee - Roseland 5 (REP) (Vote For 2)","Louis LASALLE","REP",78,43.33,0,169,1,1,"0","12"
1410,"For Members of the County Committee - Roseland 5 (REP) (Vote For 2)","Janet TREAMONT","REP",54,30.00,0,169,1,1,"0","12"
1411,"For Members of the County Committee - Roseland 5 (REP) (Vote For 2)","Carol Jeanne GALLENTINE","REP",48,26.67,0,169,1,1,"0","12"
1412,"For Members of the County Committee - Roseland 6 (REP) (Vote For 2)","Aristotle POPOLIZIO","REP",47,49.47,0,136,1,1,"0","17"
1413,"For Members of the County Committee - Roseland 6 (REP) (Vote For 2)","Jodie MELILLO","REP",48,50.53,0,136,1,1,"0","17"
1414,"For Members of the County Committee - South Orange 4 (REP) (Vote For 2)","Matthew CARMEL","REP",8,100.00,0,251,1,1,"0","14"
1415,"For Members of the County Committee - Verona 1 (REP) (Vote For 2)","Regina RACHAEL","REP",74,52.86,0,229,1,1,"0","30"
1416,"For Members of the County Committee - Verona 1 (REP) (Vote For 2)","Mary M. WAUGH","REP",66,47.14,0,229,1,1,"0","30"
1417,"For Members of the County Committee - Verona 2 (REP) (Vote For 2)","Renato M. CAPPELLO","REP",49,45.37,0,166,1,1,"0","18"
1418,"For Members of the County Committee - Verona 2 (REP) (Vote For 2)","Nicholas B. FIERRO","REP",59,54.63,0,166,1,1,"0","18"
1419,"For Members of the County Committee - Verona 3 (REP) (Vote For 2)","Mark J. VOGEL","REP",25,51.02,0,126,1,1,"0","8"
1420,"For Members of the County Committee - Verona 3 (REP) (Vote For 2)","Martin COLE","REP",24,48.98,0,126,1,1,"0","8"
1421,"For Members of the County Committee - Verona 4 (REP) (Vote For 2)","Deborah ALDIERO","REP",52,50.98,0,160,1,1,"0","24"
1422,"For Members of the County Committee - Verona 4 (REP) (Vote For 2)","Michael POLLOCK","REP",50,49.02,0,160,1,1,"0","24"
1423,"For Members of the County Committee - Verona 5 (REP) (Vote For 2)","George C. KOZACHUK","REP",40,50.63,0,182,1,1,"0","7"
1424,"For Members of the County Committee - Verona 5 (REP) (Vote For 2)","Michael LaROSA","REP",39,49.37,0,182,1,1,"0","7"
1425,"For Members of the County Committee - Verona 6 (REP) (Vote For 2)","Michael NOCHIMSON","REP",47,50.54,0,179,1,1,"0","17"
1426,"For Members of the County Committee - Verona 6 (REP) (Vote For 2)","John H. SAMPERS","REP",46,49.46,0,179,1,1,"0","17"
1427,"For Members of the County Committee - Verona 7 (REP) (Vote For 2)","Sean M. CAMP","REP",43,50.59,0,121,1,1,"0","15"
1428,"For Members of the County Committee - Verona 7 (REP) (Vote For 2)","Austin CAMP","REP",42,49.41,0,121,1,1,"0","15"
1429,"For Members of the County Committee - Verona 8 (REP) (Vote For 2)","Maguire J. PECCI","REP",38,51.35,0,141,1,1,"0","10"
1430,"For Members of the County Committee - Verona 8 (REP) (Vote For 2)","Kenton GERLACH, Sr.","REP",36,48.65,0,141,1,1,"0","10"
1431,"For Members of the County Committee - Verona 9 (REP) (Vote For 2)","Paul CILLIK, Sr.","REP",74,49.01,0,244,1,1,"0","9"
1432,"For Members of the County Committee - Verona 9 (REP) (Vote For 2)","Joseph J. DiCOSTA","REP",77,50.99,0,244,1,1,"0","9"
1433,"For Members of the County Committee - Verona 10 (REP) (Vote For 2)","James C. FASANELLA","REP",49,48.04,0,296,1,1,"0","14"
1434,"For Members of the County Committee - Verona 10 (REP) (Vote For 2)","Verena MIKHAEL","REP",53,51.96,0,296,1,1,"0","14"
1435,"For Members of the County Committee - Verona 11 (REP) (Vote For 2)","Matthew David STEITZ","REP",25,49.02,0,92,1,1,"0","23"
1436,"For Members of the County Committee - Verona 11 (REP) (Vote For 2)","Luke V. CERLE","REP",26,50.98,0,92,1,1,"0","23"
1437,"For Members of the County Committee - West Caldwell 1 (REP) (Vote For 2)","Katie TEMPESTA","REP",36,51.43,0,107,1,1,"0","6"
1438,"For Members of the County Committee - West Caldwell 1 (REP) (Vote For 2)","Vincent SCIABARASI","REP",34,48.57,0,107,1,1,"0","6"
1439,"For Members of the County Committee - West Caldwell 2 (REP) (Vote For 2)","Thomas O'HERN","REP",58,51.33,0,148,1,1,"0","24"
1440,"For Members of the County Committee - West Caldwell 2 (REP) (Vote For 2)","Patricia GARRUTO","REP",55,48.67,0,148,1,1,"0","24"
